"state","Undecided","poll_id","pollster","start_date","end_date","sample_subpopulation","sample_size","mode","partisanship","partisan_affiliation","reppoll","dempoll","libpoll","threepoll","grepoll","Other","repres","demres","libres","greres","daystoelection","perrep","perdem","perind","permultiracial","perwhite","perblack","perindig","perasian","perpacific","perother","perlatinx","popcit18plus","percit18plusmale","percit18plusfem","medage","perhsplus","perugplus","unemp","medhhincome","per2034","per3554","per5564","per65plus","singledadfam","singlemomfam","vets","bornstateres","forborncit","noneng","spanish","nonengsp","nonsplang","splang","forlang","meanhhincome","perfoodstamp","percapitainc","medearngap","perhealthins","perbelowpov","minblack","minlatinx","minother","femdomcit18plus","femdom","gunbckcheck","evangelical_pop","vepvotingrate","wideo","citi6013","w_gayrights_employment_discrimit","giexorder","gilaw","giexorder_law","soexorder","solaw","soexorder_law","guncontrol_assaultweapon_ban","guncontrol_opencarry","labor_minwage_abovefed","regulation_physician_suicide","earned_income_taxcredit","x_tax_rate_rich","x_top_corporateincometaxrate","genderrights_era_ratification","genderrights_state_eras","genrights_genddiscrim_post1964","statemin","employ_pop","pctwomenearn","death_penalty","w_ec_access","abortion_consent_1992_2014","w_abortion_parental_notice_1983_","abortion_medicaid","demties","repties","libties","greties"
"UT",0,26793,"UPI/CVOTER",2016-10-30,2016-11-06,"Likely Voters",320,"Internet","Nonpartisan","None",0.43,0.28,0,0,0,0.29,0,0,0,0,2,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.27,26806,"Ipsos/Reuters",2016-10-17,2016-11-06,"Likely Voters",532,"Internet","Nonpartisan","None",0.4,0.33,0,0,0,0,0,0,0,0,2,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.04,26803,"CBS/YouGov",2016-11-03,2016-11-05,"Likely Voters",762,"Internet","Nonpartisan","None",0.4,0.23,0.07,0.24,0,0.03,0,0,0,0,3,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.07,26718,"Y2 Analytics (R)",2016-11-01,2016-11-03,"Likely Voters",500,"Live Phone","Pollster","Rep",0.33,0.24,0.05,0.28,0,0.04,0,0,0,0,5,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.02,26671,"Monmouth University",2016-10-30,2016-11-02,"Likely Voters",402,"Live Phone","Nonpartisan","None",0.37,0.31,0.04,0.24,0,0.02,0,0,0,0,6,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.02,26681,"Rasmussen/Heat Street",2016-10-29,2016-10-31,"Likely Voters",750,"IVR/Online","Nonpartisan","None",0.42,0.31,0.03,0.21,0,0.02,0,0,0,0,8,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.02,26572,"SurveyMonkey",2016-10-24,2016-10-30,"Likely Voters",988,"Internet","Nonpartisan","None",0.33,0.3,0.07,0.26,0,0.02,0,0,0,0,9,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0,26592,"UPI/CVOTER",2016-10-23,2016-10-29,"Likely Voters",315,"Internet","Nonpartisan","None",0.66,0.29,0,0,0,0.06,0,0,0,0,10,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.08,26554,"Dan Jones/Salt Lake Tribune/Hinckley Institute",2016-10-20,2016-10-27,"Likely Voters",823,"Live Phone/Online","Nonpartisan","None",0.32,0.24,0.04,0.3,0,0.01,0,0,0,0,12,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.04,26446,"Rasmussen/Heat Street",2016-10-23,2016-10-24,"Likely Voters",750,"IVR/Online","Nonpartisan","None",0.32,0.28,0.04,0.29,0,0.02,0,0,0,0,15,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.01,26431,"SurveyMonkey",2016-10-17,2016-10-23,"Likely Voters",787,"Internet","Nonpartisan","None",0.33,0.29,0.07,0.29,0,0.01,0,0,0,0,16,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.04,26207,"Rasmussen/Heat Street",2016-10-14,2016-10-16,"Likely Voters",750,"IVR/Online","Nonpartisan","None",0.3,0.28,0.05,0.29,0,0.03,0,0,0,0,23,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.11,26187,"CBS/YouGov",2016-10-12,2016-10-14,"Likely Voters",951,"Internet","Nonpartisan","None",0.37,0.2,0.07,0.2,0,0.05,0,0,0,0,25,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.24,26344,"Ipsos/Reuters",2016-09-23,2016-10-13,"Likely Voters",543,"Internet","Nonpartisan","None",0.41,0.35,0,0,0,0,0,0,0,0,26,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.06,26160,"Monmouth University",2016-10-10,2016-10-12,"Likely Voters",403,"Live Phone","Nonpartisan","None",0.34,0.28,0.09,0.2,0,0.02,0,0,0,0,27,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.07,26142,"Y2 Analytics (R)",2016-10-10,2016-10-11,"Likely Voters",500,"Live Phone","Pollster","Rep",0.26,0.26,0.14,0.22,0,0.04,0,0,0,0,28,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.19,26133,"Ipsos/Reuters",2016-09-16,2016-10-06,"Likely Voters",515,"Internet","Nonpartisan","None",0.48,0.33,0,0,0,0,0,0,0,0,33,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.23,25572,"Ipsos/Reuters",2016-08-26,2016-09-15,"Likely Voters",408,"Internet","Nonpartisan","None",0.48,0.29,0,0,0,0,0,0,0,0,54,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.19,25392,"WashPost/SurveyMonkey",2016-08-09,2016-09-01,"Registered Voters",722,"Internet","Nonpartisan","None",0.46,0.35,0,0,0,0,0,0,0,0,68,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.14,25239,"PPP (D)",2016-08-19,2016-08-21,"Likely Voters",1018,"IVR/Online","Pollster","Dem",0.39,0.24,0.12,0.09,0,0.03,0,0,0,0,79,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.07,25086,"Dan Jones & Associates/UtahPolicy.com",2016-07-18,2016-08-04,"Likely Voters",858,"Live Phone/Online","Nonpartisan","None",0.37,0.25,0.16,0,0,0.15,0,0,0,0,96,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.08,24725,"Dan Jones & Associates/UtahPolicy.com",2016-06-08,2016-06-17,"Registered Voters",614,"Live Phone/Online","Nonpartisan","None",0.36,0.27,0.1,0,0,0.2,0,0,0,0,144,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.17,24658,"SurveyUSA/Salt Lake Tribune/Hinckley Institute",2016-06-02,2016-06-08,"Likely Voters",1238,"IVR/Online","Nonpartisan","None",0.35,0.35,0.13,0,0,0,0,0,0,0,153,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0,24624,"Gravis Marketing",2016-05-31,2016-06-01,"Registered Voters",1519,"Automated Phone","Nonpartisan","None",0.36,0.29,0,0,0,0.35,0,0,0,0,160,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.26,24491,"Dan Jones & Associates/UtahPolicy.com",2016-05-02,2016-05-10,"Registered Voters",588,"Live Phone/Online","Nonpartisan","None",0.43,0.3,0,0,0,0,0,0,0,0,182,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.25,24297,"Dan Jones & Associates/UtahPolicy.com",2016-03-23,2016-04-05,"Registered Voters",600,"Live Phone/Online","Nonpartisan","None",0.38,0.38,0,0,0,0,0,0,0,0,217,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.24,24602,"Dan Jones & Associates/Deseret News/KSL",2016-03-08,2016-03-15,"Likely Voters",500,"Live Phone/Online","Nonpartisan","None",0.36,0.38,0,0,0,0,0,0,0,0,238,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.06,23503,"Dan Jones & Associates/UtahPolicy.com",2015-12-08,2015-12-14,"Adults",622,"Live Phone/Online","Nonpartisan","None",0.33,0.28,0,0,0,0.33,0,0,0,0,330,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"UT",0.03,22646,"Dan Jones & Associates/UtahPolicy.com",2015-08-07,2015-08-14,"Adults",500,"Live Phone/Online","Nonpartisan","None",0.38,0.29,0,0,0,0.29,0,0,0,0,452,54,30,16,2.9,89.8,1.7,2,3.3,1.4,5,13.7,1945001,49.9,50.1,30.6,91.5,31.8,4,62912,23.1,23.7,9.4,10.2,4.3,9.5,5.7,62.3,39.1,14.8,10.2,4.6,0,1,2,79860,7.6,25816,14681,89.5,11.3,0,1,0,1,0,154184,71.400002,0.55,-0.339003474,20.97919,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,1,1,7.25,0.778417,72.61,0,1,1,2,0,0,0,0,0
"VT",0.02,26807,"SurveyMonkey",2016-10-31,2016-11-07,"Likely Voters",454,"Internet","Nonpartisan","None",0.29,0.57,0,0,0,0.11,0,0,0,0,1,29,57,14,1.8,96.5,1.7,1.5,1.8,0.1,0.4,1.7,494717,48.8,51.2,43.1,91.7,36.9,3.8,56990,18.7,25.6,15.6,17.5,3.4,7.9,8,49.9,54.7,6.1,1.1,5,1,0,1,74502,11.8,31216,7787,96.2,10.2,0,0,1,1,1,283509,20.299999,0.66,-0.116162002,86.71375,0,0,0,0,0,0,0,0,1,0,0,1,5.65,6,0,1,1,7.25,0.7958805,85.96,0,1,1,2,0,0,0,0,0
"VT",0.05,26793,"UPI/CVOTER",2016-10-30,2016-11-06,"Likely Voters",305,"Internet","Nonpartisan","None",0.33,0.62,0,0,0,0,0,0,0,0,2,29,57,14,1.8,96.5,1.7,1.5,1.8,0.1,0.4,1.7,494717,48.8,51.2,43.1,91.7,36.9,3.8,56990,18.7,25.6,15.6,17.5,3.4,7.9,8,49.9,54.7,6.1,1.1,5,1,0,1,74502,11.8,31216,7787,96.2,10.2,0,0,1,1,1,283509,20.299999,0.66,-0.116162002,86.71375,0,0,0,0,0,0,0,0,1,0,0,1,5.65,6,0,1,1,7.25,0.7958805,85.96,0,1,1,2,0,0,0,0,0
"VT",0.04,26572,"SurveyMonkey",2016-10-24,2016-10-30,"Likely Voters",422,"Internet","Nonpartisan","None",0.25,0.51,0,0,0,0.19,0,0,0,0,9,29,57,14,1.8,96.5,1.7,1.5,1.8,0.1,0.4,1.7,494717,48.8,51.2,43.1,91.7,36.9,3.8,56990,18.7,25.6,15.6,17.5,3.4,7.9,8,49.9,54.7,6.1,1.1,5,1,0,1,74502,11.8,31216,7787,96.2,10.2,0,0,1,1,1,283509,20.299999,0.66,-0.116162002,86.71375,0,0,0,0,0,0,0,0,1,0,0,1,5.65,6,0,1,1,7.25,0.7958805,85.96,0,1,1,2,0,0,0,0,0
"VT",0.04,26592,"UPI/CVOTER",2016-10-23,2016-10-29,"Likely Voters",304,"Internet","Nonpartisan","None",0.34,0.63,0,0,0,0,0,0,0,0,10,29,57,14,1.8,96.5,1.7,1.5,1.8,0.1,0.4,1.7,494717,48.8,51.2,43.1,91.7,36.9,3.8,56990,18.7,25.6,15.6,17.5,3.4,7.9,8,49.9,54.7,6.1,1.1,5,1,0,1,74502,11.8,31216,7787,96.2,10.2,0,0,1,1,1,283509,20.299999,0.66,-0.116162002,86.71375,0,0,0,0,0,0,0,0,1,0,0,1,5.65,6,0,1,1,7.25,0.7958805,85.96,0,1,1,2,0,0,0,0,0
"VT",0.03,26431,"SurveyMonkey",2016-10-17,2016-10-23,"Likely Voters",382,"Internet","Nonpartisan","None",0.24,0.53,0,0,0,0.2,0,0,0,0,16,29,57,14,1.8,96.5,1.7,1.5,1.8,0.1,0.4,1.7,494717,48.8,51.2,43.1,91.7,36.9,3.8,56990,18.7,25.6,15.6,17.5,3.4,7.9,8,49.9,54.7,6.1,1.1,5,1,0,1,74502,11.8,31216,7787,96.2,10.2,0,0,1,1,1,283509,20.299999,0.66,-0.116162002,86.71375,0,0,0,0,0,0,0,0,1,0,0,1,5.65,6,0,1,1,7.25,0.7958805,85.96,0,1,1,2,0,0,0,0,0
"VT",0.14,26269,"Castleton University/VPR",2016-09-29,2016-10-14,"Likely Voters",579,"Live Phone","Nonpartisan","None",0.17,0.45,0,0,0,0.24,0,0,0,0,25,29,57,14,1.8,96.5,1.7,1.5,1.8,0.1,0.4,1.7,494717,48.8,51.2,43.1,91.7,36.9,3.8,56990,18.7,25.6,15.6,17.5,3.4,7.9,8,49.9,54.7,6.1,1.1,5,1,0,1,74502,11.8,31216,7787,96.2,10.2,0,0,1,1,1,283509,20.299999,0.66,-0.116162002,86.71375,0,0,0,0,0,0,0,0,1,0,0,1,5.65,6,0,1,1,7.25,0.7958805,85.96,0,1,1,2,0,0,0,0,0
"VT",0.16,25393,"WashPost/SurveyMonkey",2016-08-09,2016-09-01,"Registered Voters",550,"Internet","Nonpartisan","None",0.28,0.56,0,0,0,0,0,0,0,0,68,29,57,14,1.8,96.5,1.7,1.5,1.8,0.1,0.4,1.7,494717,48.8,51.2,43.1,91.7,36.9,3.8,56990,18.7,25.6,15.6,17.5,3.4,7.9,8,49.9,54.7,6.1,1.1,5,1,0,1,74502,11.8,31216,7787,96.2,10.2,0,0,1,1,1,283509,20.299999,0.66,-0.116162002,86.71375,0,0,0,0,0,0,0,0,1,0,0,1,5.65,6,0,1,1,7.25,0.7958805,85.96,0,1,1,2,0,0,0,0,0
"VT",0.13,24982,"Castleton University/VPR",2016-07-11,2016-07-23,"Likely Voters",637,"Live Phone","Nonpartisan","None",0.17,0.39,0,0,0,0.31,0,0,0,0,108,29,57,14,1.8,96.5,1.7,1.5,1.8,0.1,0.4,1.7,494717,48.8,51.2,43.1,91.7,36.9,3.8,56990,18.7,25.6,15.6,17.5,3.4,7.9,8,49.9,54.7,6.1,1.1,5,1,0,1,74502,11.8,31216,7787,96.2,10.2,0,0,1,1,1,283509,20.299999,0.66,-0.116162002,86.71375,0,0,0,0,0,0,0,0,1,0,0,1,5.65,6,0,1,1,7.25,0.7958805,85.96,0,1,1,2,0,0,0,0,0
"VA",0.02,26807,"SurveyMonkey",2016-10-31,2016-11-07,"Likely Voters",2183,"Internet","Nonpartisan","None",0.41,0.49,0.06,0,0,0.02,0,0,0,0,1,43,39,18,3.5,71.3,20.9,1,7.6,0.2,2.9,9,6062304,48.6,51.4,37.8,88.9,37,5.5,66262,21.1,27.1,12.6,14.1,4.4,11.9,10.8,49.5,51,15.9,7,8.9,1,0,1,90556,9.2,34780,12050,90.9,11.2,1,0,0,1,1,23319,4.3000002,0.6,-0.05424862,46.44911,2,0,1,1,0,1,1,0,1,1,1,1,8.09,8.5,1,0,1,8.73,0.82043575,80.54,1,2,0,0,1,1,0,0,0
"VA",0.05,26772,"Christopher Newport",2016-11-01,2016-11-06,"Likely Voters",1193,"Live Phone","Nonpartisan","None",0.42,0.48,0.03,0,0,0.03,0,0,0,0,2,43,39,18,3.5,71.3,20.9,1,7.6,0.2,2.9,9,6062304,48.6,51.4,37.8,88.9,37,5.5,66262,21.1,27.1,12.6,14.1,4.4,11.9,10.8,49.5,51,15.9,7,8.9,1,0,1,90556,9.2,34780,12050,90.9,11.2,1,0,0,1,1,23319,4.3000002,0.6,-0.05424862,46.44911,2,0,1,1,0,1,1,0,1,1,1,1,8.09,8.5,1,0,1,8.73,0.82043575,80.54,1,2,0,0,1,1,0,0,0
"VA",0,26793,"UPI/CVOTER",2016-10-30,2016-11-06,"Likely Voters",344,"Internet","Nonpartisan","None",0.44,0.5,0,0,0,0.07,0,0,0,0,2,43,39,18,3.5,71.3,20.9,1,7.6,0.2,2.9,9,6062304,48.6,51.4,37.8,88.9,37,5.5,66262,21.1,27.1,12.6,14.1,4.4,11.9,10.8,49.5,51,15.9,7,8.9,1,0,1,90556,9.2,34780,12050,90.9,11.2,1,0,0,1,1,23319,4.3000002,0.6,-0.05424862,46.44911,2,0,1,1,0,1,1,0,1,1,1,1,8.09,8.5,1,0,1,8.73,0.82043575,80.54,1,2,0,0,1,1,0,0,0
